country,year,sex,list,agf,cause,total,d0,d1,d5,d10,d15,d20,d25,d30,d35,d40,d45,d50,d55,d60,d65,d70,d75,d80,d85p,d85,d90p,d90,d95p,d95,d100p
USA,2009,1,short,4,0,1217379,14831.01,2497.78,1398.75,1850.98,8180.72,14144.04,14579.46,14636.41,18789.7,27786.31,46388.18,68464.2,85221.24,98947.74,107208.07,118604.39,143242.89,167808.57,262798.56,152520.32,110278.24,82705.21,27573.03,24196.74,3376.29
USA,2009,1,short,4,1,36260.64,433.48,105.07,36.69,27.69,86.81,171.56,368.25,542.6,979.78,1664.18,2579.45,3601.75,3921.35,3162.52,2758.77,2841.15,3467.09,3939.7,5572.75,3406.66,2166.09,1646.34,519.75,466.18,53.57
USA,2009,1,short,4,2,307726.47,77.67,225.15,293.49,257.43,403.39,662.6,829.27,1129.55,1948.08,3756.15,8894.8,17406.57,26136.74,34392.89,39016.95,40898.48,44109.79,42714.36,44573.13,29810.46,14762.67,11991.67,2771,2535.69,235.31
USA,2009,1,short,4,3,4301.16,53.56,45.03,17.32,26.67,38.82,63.7,77.37,78.55,115.16,138.61,201.19,266.34,323.83,304.92,327.57,389.87,447.87,459.5,925.29,504.58,420.72,293.81,126.91,111.15,15.76
USA,2009,1,short,4,4,49090.77,116.5,80.41,44.84,66.66,100.08,197.37,340.37,450.57,695.95,1240.44,2018.81,3151.51,4060.81,5215.57,5280.69,5490.9,5860.16,6286.27,8392.85,5175.33,3217.52,2478.68,738.83,646.39,92.44
USA,2009,1,short,4,5,37758.23,0,2.14,1.02,7.18,20.43,96.57,136.16,193.27,300.21,539,949.75,1247.13,1305.23,1218.48,1287.77,2130.15,3836.22,6930.33,17557.2,8913.24,8643.96,6233.43,2410.53,2086.98,323.54
USA,2009,1,short,4,6,54484.69,216.22,151.18,115.16,133.33,271.66,350.31,341.41,331.74,426.64,624.17,1071.18,1418.77,1824.13,2289.44,2893.86,4305.61,7272.12,10849.91,19597.85,11420.43,8177.43,6316.07,1861.35,1672.27,189.08
USA,2009,1,short,4,7,321752.86,224.61,83.63,38.73,75.9,230.81,484.89,848.9,1453.09,2791.2,5442.08,10686.49,17134.32,22230.07,26606.89,27829.29,30697.73,37815.92,48019.73,89058.6,48644.65,40413.96,29544.16,10869.79,9458.93,1410.86
USA,2009,1,short,4,8,52772.91,93.42,25.73,18.34,27.69,40.85,69.86,110.37,197.39,388.6,683.7,1358.09,2088.46,2710.33,3330.1,4074.71,5277.5,7239.87,9276.91,15761,9127.09,6633.91,5011.47,1622.44,1441.76,180.68
USA,2009,1,short,4,9,15104.95,25.19,5.36,4.08,5.13,18.38,48.28,48.48,104.38,203.54,301.8,491.14,684.95,898.36,1113.37,1362.24,1584.22,1954.4,2346.45,3905.21,2199.19,1706.02,1208.74,497.28,435.3,61.98
USA,2009,1,short,4,10,25680.02,188.93,83.63,63.18,58.46,92.94,146.9,232.07,218.06,303.27,460.93,653.51,954.29,1131.08,1233.53,1539.63,1971.04,2966,4151.9,9230.67,4580.9,4649.77,3193.87,1455.9,1218.49,237.41
USA,2009,1,short,4,11,90294.47,185.78,92.2,65.22,61.54,76.59,158.2,156.78,167.42,257,462.97,1115.03,2324.18,3797.82,6145.3,8816.36,11484.5,14814.47,17229.05,22884.05,14279.15,8604.9,6671.08,1933.82,1723.73,210.09
USA,2009,1,short,4,12,47423.2,146.94,46.1,21.4,25.64,52.08,126.36,260.96,432,865.64,1802.75,3611.86,5531.82,6125,5245.13,4418.39,3877.57,4065.16,4349.65,6418.74,3762.23,2656.5,2016.61,639.89,548.5,91.39
USA,2009,1,short,4,13,5981.41,7.35,5.36,6.11,10.27,23.52,45.23,47.49,80.69,71.99,145.86,218.64,343.58,449.23,477.54,542.13,630.56,736.24,787.58,1352.04,799.3,552.74,391.71,161.03,136.87,24.16
USA,2009,1,short,4,14,29725.08,79.77,9.65,5.1,6.15,9.19,47.25,69.11,107.48,181.95,351.08,582.02,992.87,1365.74,1790.68,2188.45,2953.93,4027.79,5276.49,9680.4,5276.63,4403.77,3227.39,1176.38,1017.76,158.62
USA,2009,1,short,4,15,14503.88,11968.25,282.01,114.14,107.7,136.85,143.83,137.18,113.68,130.56,153.98,197.08,193.09,202.34,173.62,119.91,68.5,77.66,78.76,104.76,64.84,39.92,28.56,11.36,9.26,2.1
USA,2009,1,short,4,16,124518.23,1013.35,1255.13,553.93,953.54,6578.33,11331.12,10575.32,9035.95,9130.14,10018.61,11759.14,11124.58,8739.19,6247.76,4751.35,4002.68,4552.13,5111.99,7784.01,4555.64,3228.37,2451.61,776.76,687.47,89.29
USA,2010,1,short,4,0,1232432,13705.25,2461.26,1325.24,1729.29,7867.85,13927.38,14432.5,14766.26,17617.17,25824.05,44951.89,67078.91,86781.98,102526.54,109524.76,120190.59,143012.26,168831.12,275877.71,157706.6,118171.11,88589.73,29581.38,25974.17,3607.22
USA,2010,1,short,4,1,35092.73,417.58,92.96,37.68,37.7,57.87,188.91,293.99,477.5,735.14,1402.17,2449.82,3310.95,3872.01,3287.09,2780.56,2809.72,3291.33,3849.93,5699.83,3483.56,2216.27,1686.33,529.94,481.14,48.8
USA,2010,1,short,4,2,311915.83,58.61,241.9,260.73,265.93,395.95,675.4,831.57,1094.77,1836.1,3543.73,8609.7,17280.97,26413.24,35635.31,39938.53,41810.99,43674.43,42607,46740.97,30862.37,15878.61,12696.14,3182.47,2898.14,284.33
USA,2010,1,short,4,3,4369.79,55.47,45.43,20.37,14.27,49.77,67.05,62.25,81.63,121.33,120.91,203.84,249.66,284.61,332.6,335.42,355.82,431.67,502.46,1035.23,531.38,503.85,372.21,131.64,113.6,18.04
USA,2010,1,short,4,4,49842.4,110.95,71.83,38.7,70.31,85.28,197.04,283.66,432.61,672.87,1104.38,2062.45,3033.95,4396.66,5277.03,5380.67,5412.57,6057,6307.8,8846.66,5313.42,3533.25,2723.17,810.08,710.35,99.73
USA,2010,1,short,4,5,43100.17,0,3.17,2.04,5.09,24.37,90.4,157.15,228.58,296.73,551.81,991.94,1317.22,1395.93,1400.89,1599.36,2159.65,4350.91,7871.22,20653.7,10349.8,10303.9,7515.77,2788.13,2422.12,366.01
USA,2010,1,short,4,6,56990.88,197.81,159.51,108.98,133.48,259.91,343.29,323.46,343.85,373.15,600.47,992.73,1416.98,1825.53,2427.5,2962.8,4407.87,7699.53,11430.89,20983.13,12052,8931.13,6876.57,2054.56,1862.54,192.02
USA,2010,1,short,4,7,322052.24,208.27,95.07,35.65,63.17,247.73,497.69,837.74,1486.66,2643.71,5091.38,10396.97,16860.43,22487.95,27014.18,27842.11,30329.08,37150.06,47290.36,91474.03,49083.35,42390.69,30932.46,11458.22,9977.11,1481.11
USA,2010,1,short,4,8,53054.62,66.98,27.46,27.5,27.51,53.81,54.85,88.77,180.6,349.69,696.98,1293.87,2044.56,2714.52,3447.19,4154.11,5204.98,7063.31,9279.21,16278.71,9250.95,7027.76,5362.63,1665.14,1480.54,184.6
USA,2010,1,short,4,9,15169.74,24.07,3.17,1.02,5.1,20.31,36.57,75.52,117.36,185.59,307.91,482.74,653.98,886.08,1161.88,1406.9,1561.03,1954.18,2295.34,3990.99,2169.58,1821.4,1349.87,471.54,405.76,65.78
USA,2010,1,short,4,10,24113.87,150.71,67.61,16.3,22.42,34.52,80.24,104.08,127.54,171.28,283.46,458.33,659.96,950.6,1201.14,1495.51,1964.13,2792.12,4121.73,9412.21,4680.87,4731.35,3326.78,1404.57,1159.49,245.08
USA,2010,1,short,4,11,92183.06,213.5,101.41,68.24,62.15,74.11,115.78,146.93,191.82,230.41,400.3,987.64,2176.98,3793.33,6216.35,9154.38,12079.13,14925.62,17235.89,24009.09,14698.51,9310.58,7162.27,2148.31,1889.44,258.87
USA,2010,1,short,4,12,48549.74,125.59,38.03,17.31,27.51,55.84,107.66,227.55,447.92,895.15,1772.95,3634.23,5461.69,6434.22,5624.82,4621.45,4014.91,4178.58,4394.61,6469.72,3827.18,2642.54,1997.28,645.26,569.94,75.32
USA,2010,1,short,4,13,6124.69,10.47,3.17,8.15,11.21,25.38,34.53,45.91,45.91,79.52,122.93,223.07,348.67,409.69,542.1,563.94,618.74,739.09,884.35,1407.87,779.6,628.26,479.17,149.1,133.19,15.91
USA,2010,1,short,4,14,31053.47,75.35,9.51,6.11,8.15,12.18,25.39,46.94,89.79,185.55,292.61,556.69,938.91,1440.03,1962.94,2383.74,3081.73,4045.46,5552.86,10339.54,5640.88,4698.66,3457.21,1241.45,1071.7,169.75
USA,2010,1,short,4,15,13509.34,11052.54,275.7,92.68,74.38,134.01,128.99,131.62,112.23,124.38,138.17,166.29,208.19,225.03,180.37,103.72,84.65,77.64,85.91,112.85,74.01,38.85,32.62,6.22,5.16,1.06
USA,2010,1,short,4,16,125309.44,937.38,1225.33,583.79,900.92,6336.8,11283.61,10775.37,9307.48,8716.58,9393.89,11441.57,11115.81,9252.55,6815.15,4801.54,4295.6,4581.33,5121.58,8423.17,4909.16,3514.02,2619.25,894.76,793.97,100.79
USA,2011,1,short,4,0,1254977,13332.96,2405.94,1380.23,1799.31,7619.49,14308.94,14695.12,15396.09,17356.09,25866.11,43519.72,68202.39,89136.8,107519.7,111379.55,122909.72,142378.44,170330.91,285439.49,159873.32,125566.17,94379.25,31186.92,27448.65,3738.27
USA,2011,1,short,4,1,35363.39,329.88,75.9,38.85,38.69,48.71,162.7,286.19,489.26,639.31,1211.13,2203.8,3310.99,3967.49,3571.97,2861.51,2966,3364.5,3853.6,5942.91,3453.26,2489.65,1905.82,583.83,501.49,82.34
USA,2011,1,short,4,2,313243.42,77.25,223.43,268.86,261.66,412.87,614.2,761.78,1077.27,1771.57,3476.92,8029.35,16966.95,27033,36838.98,39874.67,42460.6,43321.45,42421.48,47351.12,30897.46,16453.66,13353.46,3100.2,2829.95,270.25
USA,2011,1,short,4,3,4554.87,54.28,32.07,26.58,24.44,35.5,71.18,75.36,96.82,99.61,130.95,180.18,284.08,317.83,380.06,327.33,411.16,457.84,573.15,976.45,508.37,468.07,316.77,151.3,134.41,16.89
USA,2011,1,short,4,4,53513.13,120.05,71.63,47.02,54.98,98.4,193.21,321.82,509.59,681.99,1143.06,2081.21,3338.16,4556.58,5755.34,5937.17,6029.31,6184.83,6711,9677.8,5747.38,3930.42,3040.99,889.43,777.53,111.9
USA,2011,1,short,4,5,48033.06,0,1.07,2.04,4.07,20.29,113.89,173.14,230.35,319.18,589.88,939.51,1349.81,1428.91,1493.17,1661.9,2523.43,4708.49,8856.03,23617.9,11507.96,12109.94,8844.01,3265.94,2879.56,386.37
USA,2011,1,short,4,6,58798.29,201.47,143.25,100.18,157.81,253.6,301,321.82,329.19,390.29,603,947.48,1474.98,1851.5,2532.41,3188.7,4574.23,7917.6,11652.47,21857.3,12263.48,9593.82,7423.04,2170.78,1951.19,219.59
USA,2011,1,short,4,7,323677.72,170.17,89.8,38.85,59.06,227.24,478.98,831.08,1472.8,2600.08,5170.5,10088.89,16786.96,22586.65,27887.41,28405.69,30600.12,36427.72,46808.39,92947.35,48840.91,44106.44,32412.93,11693.51,10199.65,1493.86
USA,2011,1,short,4,8,53048.36,77.25,31,19.42,27.49,39.56,66.1,93.7,195.69,289.68,630.43,1237.03,2001.75,2759.69,3702.96,4070.08,5235.41,7088.67,9228.34,16254.12,9147.04,7107.08,5350.55,1756.53,1566.5,190.03
USA,2011,1,short,4,9,15013.89,32.36,3.21,3.07,5.09,16.23,49.84,51.96,120.3,197.23,317.82,447.51,700.73,996.01,1239.15,1416.23,1535.99,1811.38,2185.69,3884.09,2092.61,1791.48,1311.17,480.32,405.36,74.96
USA,2011,1,short,4,10,25970.08,161.81,80.18,35.78,33.6,45.65,87.45,134.43,169.18,192.1,283.23,500.06,820.89,1093.74,1377.09,1558.07,2067.88,2832.74,4190.96,10305.26,5000.54,5304.72,3624.46,1680.26,1424.79,255.47
USA,2011,1,short,4,11,95296.32,205.65,93.01,66.45,64.14,85.21,138.3,146.65,189.57,207.35,453.79,1041.66,2301.02,4063.37,6613.52,9359.89,12198.21,14972.09,17722.85,25373.58,15304.67,10068.91,7731.57,2337.34,2061.8,275.54
USA,2011,1,short,4,12,50004.59,124.23,39.56,22.49,29.53,42.61,120.01,222.05,438.31,844.73,1658.94,3481.56,5614.39,6688.23,6157.23,4737.22,4219.95,4184.62,4557.55,6821.39,3848.38,2973.01,2226.91,746.1,671.13,74.97
USA,2011,1,short,4,13,6325.69,8.35,5.35,5.11,9.16,16.23,26.44,31.57,57.07,87.41,126.89,202.45,364.95,434.87,552.45,577.1,644.95,752.3,910.77,1512.24,828.01,684.23,500.7,183.53,158.2,25.34
USA,2011,1,short,4,14,29231.33,49.06,8.55,7.16,3.05,12.17,45.76,67.22,88.67,170.75,295.41,508.16,869.42,1311.68,1924.5,2187.54,2821.67,3706.06,5064.33,10090.18,5395.27,4694.91,3505.92,1188.98,1041.19,147.79
USA,2011,1,short,4,15,13369.65,10819.03,305.8,121.65,96.72,135.93,152.53,120.17,117.21,115.87,134,155.89,201.18,234.08,187.51,126.9,82.63,70.59,71.77,120.18,79.15,41.03,31.68,9.35,7.24,2.11
USA,2011,1,short,4,16,129533.22,902.11,1202.14,576.72,929.8,6129.28,11687.34,11056.18,9814.81,8748.96,9640.17,11474.97,11816.15,9813.17,7305.97,5089.56,4538.15,4577.59,5522.53,8707.64,4958.85,3748.79,2799.27,949.51,838.65,110.86
USA,2012,1,short,4,0,1273722,13141.15,2395.77,1320.25,1716.27,7225.21,14234.39,14953.53,15834.59,17370.54,25564.39,41391.84,67833.87,91750.88,109216.55,118922.95,126027.84,142432.41,168267.04,294122.53,161336.22,132786.31,99255.76,33530.55,29437.22,4093.33
USA,2012,1,short,4,1,35545.57,330.56,108.49,38.5,35.56,45.73,150.6,331.3,461.65,575.35,1064.44,2025.3,3121.74,4066.22,3838.47,3190.26,2965.47,3365.69,3768.11,6062.11,3540.91,2521.2,1952.4,568.8,499.22,69.58
USA,2012,1,short,4,2,317017.93,68.43,253.14,280.62,288.55,401.41,588.07,802.61,1112.12,1667.67,3409.45,7749.58,16903.77,27497.1,36613.08,42302.74,43616.67,43289.82,41860.87,48312.23,30964.8,17347.44,13944.25,3403.19,3113.3,289.89
USA,2012,1,short,4,3,4721.73,45.27,28.72,19.25,24.38,30.49,51.89,76.68,82.72,103.02,146.38,189.63,290.58,314.01,354.15,427.35,407.33,487.11,559.36,1083.43,565.08,518.35,379.21,139.15,118.06,21.08
USA,2012,1,short,4,4,54377.57,103.16,89.34,59.77,43.69,87.39,211.62,317.97,446.27,682.36,1175.1,2033.2,3193.41,4628.42,5883.52,6335.8,6133.25,6278.14,6801.41,9873.73,5792.94,4080.8,3153.29,927.51,834.75,92.76
USA,2012,1,short,4,5,52411.52,0,0,3.04,2.03,25.41,114.97,184.04,246.11,264.18,552.01,852.86,1366.98,1622.69,1726.55,1862.75,2740.59,5176.9,9325.23,26345.18,12691.8,13653.38,9930.14,3723.24,3250.99,472.25
USA,2012,1,short,4,6,60325.31,191.6,129.77,115.49,130.05,262.19,341.86,287.31,340.08,381.48,599.78,927.9,1531.96,1971.99,2663.86,3350.41,4862.9,7744.62,11758.94,22733.13,12497.07,10236.06,7824.56,2411.5,2151.13,260.37
USA,2012,1,short,4,7,328597.52,204.24,86.16,33.43,64.01,208.34,456.85,847.66,1476.8,2591.96,4976.27,9392.04,16741.93,23256.07,28654,30350.76,31330.97,36274.62,45839.96,95811.44,49169.39,46642.04,33971.99,12670.05,10965.41,1704.64
USA,2012,1,short,4,8,53385.13,54.74,38.29,15.2,26.42,35.57,74.27,102.24,201.18,340.67,638.38,1202.69,1938.95,2838.3,3633.54,4322.12,5359.11,6851.27,9014.98,16697.21,9073.33,7623.88,5679.28,1944.6,1735.88,208.73
USA,2012,1,short,4,9,14861.84,27.37,2.13,0,7.11,15.24,40.7,74.64,125.61,186.65,306.98,481.67,651.02,986.45,1147.22,1397.96,1536.56,1783.06,2092.78,3998.7,2120.32,1878.38,1383.95,494.43,411.15,83.27
USA,2012,1,short,4,10,24555.89,131.59,78.71,24.31,21.34,29.47,66.13,83.84,131.74,127.49,240.91,386.35,662.16,1021.79,1317.74,1580.39,1972.12,2693.75,4084.41,9901.66,4714.41,5187.25,3622.39,1564.86,1328.74,236.12
USA,2012,1,short,4,11,95786.58,167.38,84.05,53.71,49.8,72.17,119.08,146.26,184.9,228.52,433.1,944.18,2292.42,4155,6614.17,9790.03,12463.21,14943.66,17272.85,25772.06,15105.64,10666.43,8126.3,2540.13,2272.37,267.76
USA,2012,1,short,4,12,51057,118.96,42.55,17.22,21.34,50.81,112.94,252.55,493.27,804.79,1739.34,3374.96,5721.84,6985.32,6473.02,5219.2,4331.65,4272.32,4360.81,6664.1,3808.69,2855.41,2149.66,705.75,622.47,83.28
USA,2012,1,short,4,13,6505.98,5.26,0,3.04,12.19,21.34,29.5,39.88,60.26,79.56,126.06,192.71,306.86,500.91,560.14,629.13,665.63,812.08,890.37,1571.04,851.51,719.53,544.06,175.47,155.44,20.03
USA,2012,1,short,4,14,29563.86,61.07,10.64,4.05,4.06,7.11,30.52,63.39,93.96,151.99,300.91,527.36,928.54,1375.32,1919.28,2365.79,2927.23,3755.1,5092.39,9945.13,5268.87,4676.26,3444.88,1231.38,1061.66,169.72
USA,2012,1,short,4,15,13320.54,10675.43,321.21,90.16,93.47,123.98,138.37,133.94,119.48,103.02,125.03,162.25,215.66,256.46,233.08,159.25,89.73,79.67,77.89,122.47,58.84,63.63,48.04,15.59,12.43,3.16
USA,2012,1,short,4,16,131688.03,956.08,1122.57,562.44,892.25,5808.55,11707.01,11209.22,10258.45,9081.82,9730.25,10949.17,11966.05,10274.83,7584.73,5639.02,4625.42,4624.59,5466.67,9228.9,5112.62,4116.28,3101.39,1014.9,904.2,110.69
USA,2013,1,short,4,0,1306034,13121.75,2324.04,1383.37,1694.47,6761.37,14109.57,15027.37,16443.25,17547.86,25532.59,40536.33,67473.41,94003.76,112336.39,124330.93,133580.08,146172.18,169180.8,304474.47,165292.61,139181.87,104054.3,35127.57,30780.35,4347.22
USA,2013,1,short,4,1,36651.5,314.14,86.44,39.72,28.54,58.03,176.52,337.76,440.66,592.66,1043.59,1905.5,3002.37,3970.73,4154.33,3530.63,3296.52,3451.93,3907.37,6314.06,3645.61,2668.44,2084.84,583.61,518.13,65.48
USA,2013,1,short,4,2,318791.36,61.99,215.58,269.91,250.77,400.14,533.64,807.08,1165.47,1706.56,3337.01,7413.58,16205.63,27548.88,36685.56,43224.02,44760.59,43273.87,41474.58,49456.49,31436.56,18019.93,14557.66,3462.28,3152.82,309.45
USA,2013,1,short,4,3,4676.85,52.53,30.95,19.35,12.23,27.49,63.26,66.32,93.03,106.91,121.03,224.1,292.32,342.23,374.08,409.96,407.14,449.62,548.07,1036.23,538.56,497.67,350.17,147.51,128.5,19.01
USA,2013,1,short,4,4,56378.06,112.42,80.04,49.9,53,104.86,215.28,342.81,489.68,707.65,1246.03,2037.16,3340.17,4837.8,5963.17,6621.24,6577.8,6667.78,6843.63,10087.63,5759.44,4328.19,3308.48,1019.72,905.65,114.06
USA,2013,1,short,4,5,55367.42,0,3.2,4.07,4.08,21.38,107.13,170.41,263.81,359.53,551.42,854.1,1422.7,1673.39,1848.73,1996.75,3040.59,5233.21,9840.14,27972.77,13430.66,14542.11,10486.71,4055.4,3589.65,465.76
USA,2013,1,short,4,6,62692.39,208.03,122.74,134.48,135.61,268.88,344.96,366.38,357.87,389.01,650.96,980.59,1514.29,2048.43,2757.77,3560.77,5313.98,8301.82,11858.78,23377.05,12883.99,10493.06,8025.34,2467.72,2175.17,292.55
USA,2013,1,short,4,7,338165.69,187.02,103.52,36.66,58.1,200.57,457.11,816.26,1521.27,2470.3,5075.36,9317.29,16824.34,23918.44,29221.09,32093.54,33391.93,37477.38,46040.46,98955.04,50059.46,48895.58,35683.33,13212.25,11433.62,1778.63
USA,2013,1,short,4,8,54377.46,63.04,23.48,19.35,25.48,29.52,57.14,103.05,181.97,311.57,642.78,1144.83,1960.32,2898.43,3816.47,4494.55,5619.39,7105.29,9068.11,16812.7,8990.72,7821.98,5867.47,1954.51,1711.6,242.92
USA,2013,1,short,4,9,15015.15,22.06,4.27,5.09,5.1,24.45,38.78,75.52,127.81,189.41,287.87,480.72,669.72,977.38,1230.31,1454.74,1596.52,1768.48,2101.73,3955.21,2082.6,1872.61,1328.53,544.08,457.48,86.61
USA,2013,1,short,4,10,27357.13,148.14,75.77,39.72,33.64,42.76,75.5,101.01,160.51,184.3,294.95,471.53,834.52,1256.92,1534.68,1883.68,2301.82,2950.85,4237.38,10729.46,5099.32,5630.14,3905.94,1724.2,1445.37,278.83
USA,2013,1,short,4,11,100021.44,171.26,101.38,67.22,66.25,56,127.54,159.16,188.11,275.93,438.35,955.21,2358.87,4424.9,7029.99,10167.67,13685.72,15549.42,17289.39,26909.08,15641.88,11267.21,8626.07,2641.13,2323.23,317.9
USA,2013,1,short,4,12,52758.89,113.48,49.09,20.37,31.6,49.89,104.07,264.26,557.17,871.59,1702.56,3296.61,5570.48,7108.35,6927.16,5587.48,4701.29,4355.11,4445.21,7003.14,4029.13,2974.01,2271.02,702.99,631.17,71.82
USA,2013,1,short,4,13,6596.81,9.46,6.4,7.13,10.19,19.34,39.79,36.73,74.63,78.4,148.49,221.05,333.8,487.61,572.71,635.59,701.4,762.13,870.05,1581.89,823.03,758.87,560.88,197.99,174.75,23.24
USA,2013,1,short,4,14,30658.59,65.14,5.34,5.09,6.12,8.15,31.63,59.18,109.39,153.75,282.75,476.6,961.98,1409.37,2070.11,2495.11,3137.27,3890.43,5009.53,10481.67,5395.9,5085.76,3743.04,1342.73,1182.19,160.54
USA,2013,1,short,4,15,13253.69,10640.91,278.53,109.99,86.64,109.95,134.68,98.97,150.28,123.2,132.22,162.24,229.61,253.39,224.85,136.99,88.68,90.73,70.65,131.18,75.93,55.26,39.7,15.56,10.28,5.28
USA,2013,1,short,4,16,133271.57,952.14,1137.32,555.32,887.12,5339.96,11602.55,11222.48,10561.59,9027.1,9577.24,10595.22,11952.3,10847.5,7925.37,6038.22,4959.45,4844.13,5575.72,9670.85,5399.82,4271.03,3215.14,1055.89,940.75,115.14
USA,2014,1,short,4,0,1328241,12888.78,2173.45,1357.43,1771.36,6829.38,14291.7,15621.99,17081.16,18503.04,25196.92,39286.71,67104.16,96001.63,116215.95,129811.59,138855.03,149267.93,167180.47,308802.32,164618.09,144184.22,107393.02,36791.2,32227.9,4563.3
USA,2014,1,short,4,1,36503.35,308.62,77.39,44.79,41.61,44.66,152.76,311.11,426.86,575.55,921.95,1715.03,3013.78,3960.18,4338.86,3764.95,3522.01,3477.55,3643.4,6162.29,3451.66,2710.62,2053.16,657.46,583.51,73.95
USA,2014,1,short,4,2,322671.07,43.19,213.11,261.66,267.98,384.69,623.21,768.98,1140.45,1712.12,3318.56,6954.23,15726.88,27880.17,37460.72,44284.1,46027.15,44130.44,41016.69,50456.74,31665.18,18791.55,15136.53,3655.02,3311.29,343.73
USA,2014,1,short,4,3,4858.73,49.5,29.68,21.38,20.3,23.34,60.07,68.32,102.09,128.1,139.07,212.81,252.87,348.3,379.08,440.11,444,481.51,580.82,1077.37,541.95,535.42,401.49,133.93,119.35,14.58
USA,2014,1,short,4,4,58895.24,109.55,89.05,58.03,60.9,100.48,216.89,359.99,525.78,792.99,1265.87,2052.19,3452.25,5003.58,6382.09,7173.88,7048.81,6890.52,6837.99,10474.4,5947.53,4526.87,3438.16,1088.71,978.3,110.41
USA,2014,1,short,4,5,54382.07,0,1.06,3.05,4.06,23.35,99.79,211.14,333.9,392.49,575.67,878.84,1402.24,1675.27,1859.64,2020.7,2968.31,5090.35,9454.58,27387.63,12831.27,14556.36,10485.47,4070.89,3589.69,481.2
USA,2014,1,short,4,6,67541.51,191.7,117.68,122.16,123.82,253.72,380.81,355.9,383.86,437.15,578.61,928.27,1459.55,2197.83,2890.5,3969.02,5795.11,8918.07,12560.22,25877.52,13827.26,12050.25,9145.09,2905.16,2609.36,295.8
USA,2014,1,short,4,7,341413,185.39,81.63,40.72,69.02,192.84,449.06,828.12,1558.04,2526.54,4908.44,8963.21,16581.37,24321.55,30031.66,33155.85,34710.13,38045.63,45538.43,99225.36,49393.74,49831.62,36126.77,13704.85,11818.45,1886.4
USA,2014,1,short,4,8,56083.76,55.82,20.14,20.36,27.4,30.45,73.31,134.61,203.17,370.06,647.65,1092.46,1941.05,2981.34,3876.64,4737.62,5845.67,7360.99,8861.87,17803.15,9360.84,8442.31,6344.04,2098.27,1856.62,241.65
USA,2014,1,short,4,9,15352.53,18.96,4.24,1.02,5.07,16.24,42.76,87.7,124.55,200.28,313.67,466.16,678.69,1032.79,1336.87,1587.21,1650.14,1818.27,2107.49,3860.43,1974.03,1886.4,1358.58,527.82,457,70.83
USA,2014,1,short,4,10,27072.79,125.35,79.51,33.6,22.33,40.6,82.48,138.7,164.37,242.99,392.87,595.91,927.57,1394.3,1729.18,2022.43,2392.33,2981.99,3852.27,9854.03,4545.87,5308.16,3695.84,1612.32,1342.53,269.79
USA,2014,1,short,4,11,99828.05,166.42,98.59,69.23,60.9,69.01,134.41,191.72,221.54,245.01,442.6,914.12,2257.69,4637.17,7126.28,10604.39,13765.59,15417.26,16849.67,26556.44,15175.37,11381.07,8655.88,2725.18,2409.57,315.61
USA,2014,1,short,4,12,54214.74,109.56,40.29,13.24,29.44,31.47,104.89,259.04,551.36,887.62,1666.97,3027.35,5565.63,7223.17,7301.08,5988.89,5119.13,4597.09,4355.7,7342.81,4032.38,3310.44,2480.24,830.19,744.77,85.42
USA,2014,1,short,4,13,6775.03,9.48,6.36,6.11,5.07,14.21,45.82,45.89,63.3,75.23,117.75,173.29,328.73,456.33,640.2,754.33,792.35,778.68,866.19,1595.72,856.82,738.89,539.38,199.52,170.35,29.16
USA,2014,1,short,4,14,31901.05,61.1,6.36,4.07,8.12,7.1,41.75,62.21,99.03,187.07,286.27,516.85,987.22,1482.09,2114.24,2810.93,3297.36,4045.65,4993.6,10890.02,5519.58,5370.44,3915.67,1454.77,1252.7,202.07
USA,2014,1,short,4,15,13195.02,10547.59,257.62,101.8,102.51,100.47,120.15,142.77,117.4,115.9,108.62,155.05,260.96,308.93,235.92,150.06,103.7,77.57,76.64,111.38,55.51,55.87,41.57,14.3,13.26,1.04
USA,2014,1,short,4,16,137553.05,906.55,1050.71,556.2,922.84,5496.74,11663.54,11655.81,11065.45,9613.95,9512.37,10640.94,12267.68,11098.62,8512.98,6347.13,5373.24,5156.35,5584.92,10127.04,5439.1,4687.93,3575.13,1112.8,971.15,141.65
USA,2015,1,short,4,0,1373404,13010.07,2281.67,1377.35,1776.39,7188.28,15161.57,17175.87,18611.01,20193.24,25483.55,38811.98,66747.12,97180.34,120462.77,137638.47,144724.72,153726.55,170134.76,321718.29,168939.48,152778.8,112680.98,40097.82,35158.57,4939.25
USA,2015,1,short,4,1,37534.26,318.08,89.46,41.02,41.83,56.75,147.64,313.38,402.67,584.91,870.63,1638.78,2767.11,3825.02,4368.52,4071.1,3679.87,3745.94,3896,6675.55,3724.36,2951.19,2230.5,720.69,633.92,86.77
USA,2015,1,short,4,2,325258.05,55.13,226.85,266.6,246.87,369.85,571.2,760.45,1188.55,1773.03,3099.44,6600.64,15227.79,27729.95,37936.74,46055.67,46939.28,44318.62,40636.04,51255.37,31560.39,19694.98,15773.1,3921.88,3577.94,343.94
USA,2015,1,short,4,3,4973.09,68.91,34.08,25.63,18.36,32.42,59.05,59.2,96.06,102.92,139.17,189.86,245.93,363.31,444.59,505.7,486.37,491.09,528.88,1081.54,542.66,538.88,398.04,140.84,125.34,15.49
