country,year,sex,list,agf,cause,total,d0,d1,d5,d10,d15,d20,d25,d30,d35,d40,d45,d50,d55,d60,d65,d70,d75,d80,d85p,d85,d90p,d90,d95p,d95,d100p
USA,1986,3,short,4,2,489821.62,179.17,691.19,692.21,608.95,931.4,1416.96,2384.82,3910.83,6387.06,9627.95,14879.12,24364.55,40922.05,60794.26,73278.85,78332.84,70089.04,52086.09,48244.29,30968.87,17275.42,13423.68,3851.74,3443.98,407.76
USA,1986,3,short,4,3,12727.8,132.11,175.44,72.12,50.89,94.8,318.48,953.64,1676.37,1593.25,786.62,582.11,420.25,455.49,503.3,659.72,779.56,917.28,980.86,1575.51,850.22,725.29,518.52,206.78,175.24,31.54
USA,1986,3,short,4,4,53981.98,290.03,152.52,125.94,136.77,164.95,271.7,400.55,608.3,824.26,935.07,1238.7,1821.52,2959.1,4591.08,6011.55,7352.88,8011.55,7431.36,10654.15,5856.04,4798.11,3435.96,1362.15,1135.84,226.32
USA,1986,3,short,4,5,21621.29,9.56,39.47,21.16,28.05,80.47,218.22,529.44,987.35,1037.62,798.54,710.69,754.98,878.77,917.24,1037.82,1263.01,1902.8,3181.83,7224.26,3377.3,3846.96,2635.67,1211.29,1017.6,193.69
USA,1986,3,short,4,6,38968.33,701.09,608.38,228.48,264.48,410.86,471.98,487.31,575.15,652.2,703.53,787.88,1067.35,1629.11,2484.87,3482.95,4749.94,6326.29,6015.23,7321.26,4302.66,3018.59,2224.48,794.12,687.67,106.45
USA,1986,3,short,4,7,763864.22,663.69,317.51,125.77,141.79,360.27,698.68,1268.54,2424.66,4530.01,7945.46,12180.66,20737.08,35713.47,58008.72,78800.54,101040.66,117899.72,120825.55,200181.43,102678.79,97502.63,67436.96,30065.67,24998.07,5067.6
USA,1986,3,short,4,8,156329.83,70.34,38.54,26.34,44.88,80.43,181.75,359.43,587.49,963.69,1369.24,1868.75,2791.55,4457.59,7668.09,11717.04,17904.54,24790.65,29511.11,51898.37,27324.41,24573.96,17552.37,7021.58,5997.78,1023.81
USA,1986,3,short,4,9,49729.88,40.54,7.8,5.26,11.44,33.72,66.32,108.06,166.46,251.05,335.92,484.19,797.74,1492.1,3025.23,4514.45,6254.79,7445.02,8068.21,16621.58,7630.12,8991.46,5859.79,3131.67,2511,620.67
USA,1986,3,short,4,10,50813.84,603.85,210.34,67.97,68.73,101.33,137.1,227.13,403.09,487.3,483.75,542.18,675.83,1107.76,1827.22,2728.05,4221.93,6542.76,9140.65,21236.86,9972.46,11264.4,7562.16,3702.24,3047.52,654.72
USA,1986,3,short,4,11,110963.28,488.7,180.79,78.19,120.68,188.88,229.98,337.37,464.31,593.13,787.15,1199.96,2310.28,4770.62,9332.46,14351.19,19445.48,21062.95,16523.88,18497.29,10958.64,7538.65,5551.52,1987.13,1666.3,320.83
USA,1986,3,short,4,12,75441.29,465.55,124.26,59.36,42.06,103.81,211.39,553.29,1418.61,2162.04,2740.5,3138.62,4196.66,5759.89,7379.62,8145.52,8882.85,9005.55,8435.41,12616.31,6782.41,5833.9,4247.1,1586.8,1355.13,231.67
USA,1986,3,short,4,13,13087.49,30.3,17.48,8.7,38.2,62.19,115.52,149.14,188.26,250.26,423.41,406.08,433.85,578.02,912.18,1146.24,1485.48,1796.28,1853.41,3192.5,1698.01,1494.49,1026.44,468.05,404.2,63.85
USA,1986,3,short,4,14,40718.36,284.35,45.37,18.6,24.94,53.29,155.09,217.42,305.39,367.39,406.79,503.55,709.42,1201.71,2187.42,3249.44,4620.54,6308.21,7139.2,12920.23,6729.35,6190.87,4396.79,1794.08,1527.98,266.1
USA,1986,3,short,4,15,37804.51,32988.65,1036.01,278.92,211.81,293.89,257.32,216.25,229.85,237.65,204.76,168.39,204.48,249.49,233.23,238.47,237.96,198.65,159.48,159.24,93.34,65.9,45.25,20.65,15.37,5.29
USA,1986,3,short,4,16,154503.56,1269.73,3538.3,2182.53,2841.7,13143.96,18674.39,17559.12,14957.31,11921.54,8395.77,6824.76,6393.36,6545.71,6603.04,6275.57,6633.11,6715.18,5958.3,8070.19,4476.08,3594.11,2600.39,993.72,841.02,152.7
USA,1987,3,short,4,0,2123323,38420.39,7485.48,4307.53,4448.74,15637.34,22443.34,26540.03,31238.99,34934.91,38586.74,47634.8,68329.46,107611.13,165776.31,220150.51,266036.92,296761.95,287664.99,439313.43,231964.69,207348.74,144032.27,63316.47,52741.82,10574.65
USA,1987,3,short,4,1,49385.39,765.05,440.75,146.77,97.6,177.93,827.29,2440.46,4209.28,4036.49,2795.94,2086.73,1836.01,2322.66,2606.56,3312.56,4154.61,4805.34,4699.49,7623.87,4071.6,3552.26,2488.69,1063.58,868.29,195.28
USA,1987,3,short,4,2,496125.11,172.1,660.16,705.93,555.51,887.76,1204.92,2109.27,3635.44,6074.61,9573.17,15060.92,24318.94,40318.4,60671.3,74819.8,79062.4,72585.95,53741.01,49967.51,31780,18187.51,14000.18,4187.34,3655.25,532.09
USA,1987,3,short,4,3,7718.1,108.76,103.36,60.28,42.52,76.93,113.1,179.25,294.44,263.47,232.56,225.55,254.26,335.98,476.03,577.51,807.46,956.21,961.76,1648.68,863.71,784.96,545.97,238.99,199.48,39.51
USA,1987,3,short,4,4,55509.46,310.58,167.86,127.75,101.28,168.49,246.61,391.1,638.77,857.33,954.18,1280.18,1857.51,2957.06,4615.12,6282.79,7548.95,8296.55,7739.69,10967.65,5995.07,4972.58,3536.63,1435.95,1193.99,241.96
USA,1987,3,short,4,5,22541.63,16.66,34.82,25.92,24.74,75.74,177.9,443.62,900.53,1106.6,844.47,755.37,786.07,868.43,953.68,1028.55,1268.28,1899.32,3298.09,8032.83,3658.12,4374.71,2900.61,1474.09,1235.32,238.78
USA,1987,3,short,4,6,42374.61,720.83,570.29,261.92,234.96,412.84,426.15,514.82,562.8,707.58,706.27,833.11,1079.6,1584.57,2522.8,3554.03,5006.26,6825.03,6857.94,8992.81,5206.61,3786.2,2763.51,1022.69,885.36,137.33
USA,1987,3,short,4,7,758389.12,642.7,292.77,121.95,150.19,359.22,668.73,1259.74,2403.49,4378.28,7917.05,12314.24,20242.57,33952.94,55481.13,78071.62,99047.77,116559.35,121096.27,203429.12,103429.8,99999.32,68214.29,31785.03,26272.25,5512.78
USA,1987,3,short,4,8,156721.25,85.18,53.08,30.75,38.58,69.05,167.26,354.95,593.22,954.86,1431.89,1861.39,2807.05,4320.9,7494.98,11400.39,17582.49,24743.04,29964.34,52767.83,27350.08,25417.76,17830.31,7587.44,6468.61,1118.84
USA,1987,3,short,4,9,49804.31,38.2,8.86,10.35,13.69,21.58,69.91,109.96,168.45,273.2,348.12,470.86,784.28,1421.33,2935.85,4593.66,6281.09,7568.78,8127.8,16558.34,7692.83,8865.5,5721.19,3144.32,2501.11,643.21
USA,1987,3,short,4,10,49616.38,595.08,222.56,61.96,36.35,86.47,122.96,215.08,359.17,437.93,436.88,513.21,667.55,987.28,1741.84,2683.91,4080.93,6200.85,9134.25,21032.09,9699.78,11332.32,7471.85,3860.46,3134.66,725.8
USA,1987,3,short,4,11,113206.99,431.2,188.49,79.61,133.32,177.59,228.14,316.24,439.36,588.03,806.76,1143.72,2210.61,4558.81,9333.21,14279.08,19336.92,21549.17,17563.31,19843.41,11768.79,8074.63,5821.88,2252.75,1906.37,346.38
USA,1987,3,short,4,12,76249.46,413.77,136.04,62.58,32.85,85.25,213.24,535.05,1376.45,2240.01,2820.43,3202.22,4136.24,5649.85,7182.12,8257.25,8751.21,9369.05,8621.61,13164.23,7082.15,6082.08,4345.48,1736.6,1470.82,265.78
USA,1987,3,short,4,13,12819.09,16.38,17.82,8.78,26.24,56.37,106.61,159.76,170.33,223.4,269.93,277.57,348.63,483.47,803.66,1237.19,1552.38,1867.1,1916.89,3276.59,1666.65,1609.94,1102.61,507.33,421.41,85.92
USA,1987,3,short,4,14,41840.49,263.83,35.11,20.16,15.32,57.44,143.42,202.14,330.33,374.94,351.4,485.34,724.66,1181.21,2112.86,3304.94,4751.26,6452,7547.68,13486.45,6997.91,6488.54,4559.21,1929.33,1610.1,319.24
USA,1987,3,short,4,15,37300.05,32531.41,1066.76,289.25,198.05,274.13,253.33,242.14,249.49,251.07,184.09,185.29,197.34,244.48,198.18,225.76,208.81,215.43,147.96,137.07,77.21,59.86,45.02,14.85,10.38,4.47
USA,1987,3,short,4,16,153721.56,1308.66,3486.74,2293.59,2747.53,12650.57,17473.76,17066.45,14907.43,12167.09,8913.59,6939.11,6078.11,6423.77,6646.97,6521.46,6596.12,6868.78,6246.9,8384.94,4624.39,3760.55,2684.84,1075.71,908.44,167.28
USA,1988,3,short,4,0,2167999,38930.05,7440.32,4363.51,4574.28,16052.77,22169.86,26847.44,32366.89,36650.09,40864.56,49706.12,67809.9,105389.85,164420.1,221544.11,267084.96,302627.37,299379,459777.81,242509.79,217268.02,149819.91,67448.11,56237.35,11210.76
USA,1988,3,short,4,1,54571.54,753.33,437.15,157.73,102.84,190.95,825.57,2859.94,4867.82,4950.79,3462.33,2418.63,2185.91,2338.16,2679.59,3406.32,4242.46,5130.43,5201.49,8360.11,4378.28,3981.83,2786.63,1195.19,1013.14,182.05
USA,1988,3,short,4,2,504682.48,159.28,660.11,663.55,577.78,879.98,1164.71,1964.78,3574.3,6223.7,10098.21,15546.64,24360.98,39446.62,60677.54,75404.58,80242.69,74366.74,56479.22,52191.06,33308.94,18882.13,14432.18,4449.94,3915.73,534.22
USA,1988,3,short,4,3,7832.9,121.48,101.58,46.95,45.03,75.15,120.43,172.86,245.5,302.01,242.39,259.34,265.25,366.73,461.39,618.96,763.7,967.65,979.74,1676.77,899.68,777.09,534.74,242.36,202.8,39.56
USA,1988,3,short,4,4,58548.8,331.22,198.54,151.78,108.66,159.62,233.67,426.84,631.17,930.25,1111.87,1404.31,2049.28,3044.93,4843.2,6606.25,7670.62,8636.15,8104.47,11905.98,6493.86,5412.11,3760.95,1651.16,1381.69,269.47
USA,1988,3,short,4,5,24445.3,7.06,31.59,26.74,22.9,78.9,183.51,425.1,868.43,1172.43,930.3,853.38,782.34,925.43,990.69,1112.6,1340.17,2079.63,3683.43,8930.66,4129.75,4800.91,3128.6,1672.3,1389.37,282.94
USA,1988,3,short,4,6,44231.53,710.86,564.9,256.82,263.56,383.86,390.41,476.39,589.67,687.87,745.68,900.84,1008.54,1591.65,2469.15,3580.44,5083.04,7035.86,7517.58,9974.41,5766.05,4208.36,3053.59,1154.76,1012.88,141.89
USA,1988,3,short,4,7,763057.76,615.31,315.63,118.87,157.92,366.39,675.88,1237.59,2363.28,4414.36,7738.52,12338.91,19280.54,32860.16,53994.92,77172.33,97979.6,117511.27,124100,209816.3,106417.26,103399.04,69884.66,33514.38,27675.87,5838.51
USA,1988,3,short,4,8,158205.8,90.86,53.99,33.4,37.38,74.28,183.4,338.93,613.56,937.39,1465.18,2014.6,2611.45,4199.58,7346.63,11647.2,17312.35,24971.95,30409.33,53864.33,27980.17,25884.16,18120.11,7764.05,6619.82,1144.23
USA,1988,3,short,4,9,49549.75,27.52,4.75,3.85,9.42,29.39,55.31,109.34,171.57,267.47,343.25,472.71,765.25,1359.96,2798.66,4526.53,6125.43,7433.22,8262.74,16783.37,7883.67,8899.71,5684.55,3215.16,2586.65,628.51
USA,1988,3,short,4,10,55968.91,602.95,204.47,64.82,51.03,76.91,133.14,219.34,416.4,495.93,509.35,583.11,688.19,1062.94,1802.21,2873.52,4358.04,6871.77,10492.07,24462.74,11238.07,13224.67,8668.58,4556.09,3706.89,849.19
USA,1988,3,short,4,11,119352.23,432.9,183.94,87.31,121.47,160.37,242.06,340.24,444.81,567.62,836.11,1294.67,2270.63,4686.89,9457.35,15045.48,20256.57,22793.17,18891.65,21238.99,12376.66,8862.33,6445.71,2416.62,2058.26,358.36
USA,1988,3,short,4,12,77198.25,405.57,120.71,51.31,49.69,84.71,185.28,558.77,1270.6,2337.13,2995.02,3431.99,4074.89,5424.49,7325.25,8199.87,8718.34,9331.03,8896.46,13737.15,7406.22,6330.93,4525.36,1805.58,1511,294.58
USA,1988,3,short,4,13,13395.99,20.23,27.08,12.18,27.88,45.87,114.14,174.37,220.85,235.34,276.13,298.72,397.14,530.59,823.13,1145.92,1590.06,1867.37,2048.58,3540.41,1825.21,1715.2,1152.46,562.74,455.14,107.59
USA,1988,3,short,4,14,42674.04,257.32,33.89,13.97,18.04,69.35,156.34,232.09,336.07,392.29,441.35,545.77,747.94,1148.9,2154.43,3327.63,4519.9,6522.65,7645.53,14110.6,7275.96,6834.64,4739.2,2095.44,1742.29,353.15
USA,1988,3,short,4,15,37987.91,33065.68,1056.58,307.28,240.77,276.4,240.87,267.06,249.92,252.94,205.42,172.56,198.96,220.92,235.14,226.41,234.38,214.12,168.22,154.28,87.92,66.36,46.45,19.91,15.4,4.51
USA,1988,3,short,4,16,156295.83,1328.51,3445.41,2366.96,2739.91,13100.65,17265.14,17043.79,15502.94,12482.58,9463.45,7169.94,6122.63,6181.9,6360.81,6650.08,6647.6,6894.36,6498.52,9030.64,5042.09,3988.56,2856.13,1132.43,950.44,181.99
USA,1989,3,short,4,0,2150465,39673.25,7303.69,4318.91,4606.9,15589.06,20947.5,26966.86,33634.15,37898.81,43086.62,50880.64,67431.2,101499.52,158614.09,219133.76,262166.18,301269.61,298023.09,457421.14,241981.78,215439.37,146273.28,69166.09,57222.28,11943.81
USA,1989,3,short,4,1,58942.14,852.84,447.54,152.07,103.21,204.61,916.85,3487.3,6163.33,6410.97,4676.9,3149.83,2408.73,2414.66,2549.33,3247.84,3896.82,4865.65,4853.34,8140.32,4302.41,3837.91,2585.63,1252.28,1024.17,228.1
USA,1989,3,short,4,2,514580.34,174.19,620.3,694.46,588.97,826.37,1150.74,1987.51,3637.72,6135.53,10357.15,15889.13,24298.69,38395.78,59856,77207.08,82211.18,77360.47,58786.98,54402.08,34820.71,19581.38,14835.93,4745.44,4164.81,580.64
USA,1989,3,short,4,3,8012.59,145.83,121.24,50.51,46.21,77.23,120.61,181.5,285.67,340.54,287.46,272.52,259,340.68,432.61,632.71,762.62,915.38,1039.8,1700.47,861.28,839.19,570.18,269.02,217.44,51.58
USA,1989,3,short,4,4,65143.29,334.55,164.34,147.39,144.65,178.69,263.7,461.09,680.48,871.47,1242,1642.53,2119.58,3381.43,5299.31,7480.05,8853.07,9843.55,9169.09,12866.33,7076.88,5789.45,4030.82,1758.64,1468.6,290.04
USA,1989,3,short,4,5,24141.94,4.19,33.29,29.1,33.68,62.55,145.95,374.38,762.88,1033.42,885.44,835.52,802.9,873.82,970.23,1094.24,1318.87,2013.23,3617.96,9250.29,4233.49,5016.8,3231.56,1785.24,1446.78,338.46
USA,1989,3,short,4,6,45406.54,755.22,556.45,243.85,267.23,409.58,438.79,466.47,574.22,675.2,789.02,819.01,1039.2,1460.47,2312.91,3577.52,5067.2,7123.16,7810.56,11020.48,6336.06,4684.42,3297.29,1387.13,1169.12,218.01
USA,1989,3,short,4,7,735415.47,591.39,273.17,110.9,152.58,326.28,599.04,1171.27,2368.91,4204.8,7753.72,12278.13,18678.94,30473.37,50586.62,73548.8,92038.7,113633.26,121203.5,205422.09,104572.42,100849.67,67155.96,33693.71,27697.29,5996.42
USA,1989,3,short,4,8,152756.44,82.44,41.92,29.83,48.28,64.1,165.09,304.22,590.51,921.98,1408.95,1923.11,2645.26,3961.3,6851.13,11061,16373.27,23908.55,29345.51,53029.98,27798.76,25231.22,17440.33,7790.89,6476.87,1314.01
USA,1989,3,short,4,9,47650.5,36.42,13.79,4.86,8.18,22.68,51.11,86.04,163.56,261.25,395.79,495.33,787.74,1366.73,2670.62,4398.49,6035.91,7349.48,7804.35,15698.15,7315.42,8382.73,5232.94,3149.79,2512.79,637
USA,1989,3,short,4,10,54988.78,593.91,230.41,63.2,57.75,87.19,127.01,249.39,413.96,506.23,544.8,568.88,670.69,1002.03,1697.8,2807.24,4228.66,6734.14,10224.43,24181.05,10902.96,13278.09,8572.87,4705.22,3811.06,894.16
USA,1989,3,short,4,11,118697.26,400.48,175.29,98.27,118.51,176.59,222.7,317.39,469.89,598.24,849.13,1230.37,2226.73,4740.82,9154.95,14719.72,19969.32,22789.48,18885.82,21553.58,12636.86,8916.72,6332.7,2584.02,2177.94,406.08
USA,1989,3,short,4,12,76752.36,400,122.98,56.76,55,82.74,185.55,490.6,1249.52,2322.28,3055.7,3379.18,3988.41,5224.91,6909.81,8103.07,8721.45,9391.65,9166.47,13846.29,7395.2,6451.08,4483.84,1967.24,1654.06,313.18
USA,1989,3,short,4,13,14045,22.62,22.14,11.69,29.4,50.32,126.14,171.84,240.27,273.54,357.22,349.92,395.98,556.68,873.57,1222.8,1639.32,1960.23,2119.35,3621.98,1762.27,1859.71,1212.05,647.66,531.83,115.83
USA,1989,3,short,4,14,41086.56,235.98,29.12,14.43,22.11,61.13,145.62,229.78,363.62,376.99,418.83,474.09,713.45,1063.64,1969.74,3255.12,4340.85,6264.5,7524.23,13583.33,6903.43,6679.9,4530.13,2149.78,1783.35,366.42
USA,1989,3,short,4,15,38677.01,33646.19,1086.22,299.77,235.27,277.81,236.78,279.06,238.63,272.51,186.9,207.57,220.01,236.55,212.9,249.15,222.26,248.5,143.49,177.45,110.81,66.63,42.2,24.44,22.55,1.88
USA,1989,3,short,4,16,154168.77,1396.99,3365.49,2311.82,2695.89,12681.2,16051.81,16709.02,15430.97,12693.86,9877.62,7365.5,6175.88,6006.66,6266.55,6528.93,6486.67,6868.41,6328.21,8927.28,4952.82,3974.46,2718.85,1255.62,1063.63,191.99
USA,1990,3,short,4,0,2148463,38371.46,6942.79,4000.43,4447.04,15733.23,21053.59,26615.56,33550.64,39130.23,44499.08,51878.72,66772.98,97887.63,154860.64,217368.66,260654.63,301157.35,300367.97,463170.36,244916.72,218253.64,148138.46,70115.18,57773.31,12341.86
USA,1990,3,short,4,1,61542.86,816.52,458.63,175.62,102.98,201,816.95,3685.65,6624.97,7319.43,5456.31,3545.17,2530.91,2513.58,2541.09,3236.35,3932.37,4796.06,4821.31,7967.95,4138.7,3829.25,2628.35,1200.89,982.26,218.64
USA,1990,3,short,4,2,523447.61,169.53,638.91,639.61,588.88,825.39,1118.24,2018.51,3724.32,6259.47,10666.87,16268.68,24571.26,37629.13,59257.73,78418.6,83177.81,79761.19,60823.5,56889.97,36492.75,20397.22,15492.21,4905.01,4277.54,627.47
USA,1990,3,short,4,3,8263.16,132.35,110.59,54.86,44.44,81,127.36,200.8,283.38,356.83,300.11,272.9,304.45,315.4,473.37,619.77,799.89,937.78,1037.05,1810.84,931.52,879.31,584.11,295.21,242.9,52.31
USA,1990,3,short,4,4,65745.69,327.47,195.62,139.89,138.01,174.57,250.82,402.31,662.97,904.3,1233.41,1617.85,2140.3,3252.61,5395.46,7672.13,8736.29,9951.85,9358.96,13190.87,7135.91,6054.95,4180.06,1874.89,1520.82,354.08
USA,1990,3,short,4,5,23936.05,10.91,20.38,24.14,27.22,70.13,137.29,334.53,629.31,922.12,872.25,844.87,859.14,856.64,989.69,1082.84,1363.15,1986.62,3600.85,9303.96,4179.23,5124.72,3338.1,1786.62,1449.56,337.07
USA,1990,3,short,4,6,46519.89,684.12,496.28,271.73,259.7,385.61,353.43,447.06,572.75,709.72,787.65,878.75,1037.99,1415.74,2224.22,3496.55,4962.2,7202.45,8287.53,12046.41,6744.02,5302.4,3744.06,1558.34,1320.31,238.02
USA,1990,3,short,4,7,722594.93,612.1,254.78,102.56,171.04,327.04,578,1108.06,2216.48,4116.54,7809.76,12229.22,18041.46,29041.68,48379.02,71082.96,90347.95,111011.49,119677.39,205487.39,104486.28,101001.11,67088.11,33913,27723.12,6189.87
USA,1990,3,short,4,8,151272.7,86.57,47.26,30.17,37.97,74.27,156.86,322.76,583.99,925.17,1458.13,2052.62,2609.43,3864.71,6505.99,10915.48,16244.95,23542.8,28980.66,52832.9,27467.94,25364.96,17466.98,7897.98,6615.89,1282.09
USA,1990,3,short,4,9,46462.05,42.29,9.42,6.6,10.99,22.4,54.4,100.31,175.56,248.35,372.95,510.12,728.4,1280.39,2557.6,4405.69,5787.88,7132.06,7807.18,15209.45,7141.09,8068.36,5041.17,3027.19,2410.34,616.84
USA,1990,3,short,4,10,57087.93,586.54,175.75,67.35,53.4,73.25,110.23,210.02,352.41,511.15,535.63,561.82,695.05,1016.68,1727.93,2807.8,4399.91,7014.48,10891.53,25297,11496.19,13800.8,8789.81,5011,4036.65,974.35
USA,1990,3,short,4,11,120650.7,417.13,199.41,91.49,140.38,140.41,206.5,301.6,424.7,520.63,852.9,1264.43,2162.55,4296.37,9107.27,14915.08,19984.8,23434.81,19769.16,22421.1,13247.04,9174.06,6578.56,2595.5,2154.44,441.06
USA,1990,3,short,4,12,75771.46,425.07,126.06,63.06,39.69,69.37,175.66,466.58,1152.33,2305.24,3131.48,3350.24,3784.38,4906.7,6535.39,7943.44,8509.63,9225.26,9223.56,14338.32,7750.76,6587.56,4604.53,1983.03,1688.17,294.86
USA,1990,3,short,4,13,13917.77,27.16,19.58,14.62,32.45,47.77,108.66,174.79,231.34,270.44,296.67,358.77,401.88,525.97,872.94,1225.89,1558.69,1974.01,2117.25,3658.89,1834.53,1824.36,1173.69,650.67,526.57,124.1
USA,1990,3,short,4,14,40466.37,194.08,33.21,12.42,16.53,63.81,142.9,199.75,316.68,422.36,476.45,513.54,669.76,997.65,1893.82,3018.31,4391.03,6077.83,7456.28,13569.94,6868.63,6701.31,4537.35,2163.96,1775.43,388.53
USA,1990,3,short,4,15,37529.71,32483.69,1050.07,322.34,201.85,259.25,260.57,245.83,256.16,269.16,239.52,206.91,198.17,230.44,204.77,242.57,248.68,234.79,172.62,202.33,118.89,83.44,63.44,20,14.86,5.14
USA,1990,3,short,4,16,153254.13,1355.92,3106.83,1983.98,2581.5,12917.96,16455.7,16397,15343.29,13069.32,10008.99,7402.83,6037.84,5743.95,6194.35,6285.2,6209.4,6873.88,6343.15,8943.04,4883.23,4059.81,2827.93,1231.88,1034.46,197.42
USA,1991,3,short,4,0,2169518,36778.13,7225.7,3931.52,4559.79,15335.02,21170.75,25520.18,34184.29,40600.4,47594.19,53652.95,67072.32,96578.54,151556.18,214505.73,264209.39,301866.47,305711.69,477464.77,250810.73,226654.04,152722.14,73931.9,60718.94,13212.95
USA,1991,3,short,4,1,66588.63,794.53,461.88,175.05,111.81,179.4,849.51,3876.88,7374.98,8392.3,6580.57,4127.61,2951.69,2637.16,2702.32,3261.25,3995.79,4867.36,4991.6,8256.92,4302.59,3954.33,2641.51,1312.82,1066.58,246.25
USA,1991,3,short,4,2,533158.75,143.69,654.85,638.2,578.59,807.54,1130.17,1914.41,3670.07,6461.35,11130.18,16494.84,24432.57,37572.3,58572.36,78353.67,85264.38,81360.95,63733.18,60245.44,38633.25,21612.19,16324.97,5287.23,4612.96,674.26
USA,1991,3,short,4,3,8469.73,146.78,112.7,57.83,57.23,62.5,92.92,192.05,313.39,345.19,377.66,321.06,300.82,348.29,433.46,622.46,773.57,979.32,1074.5,1857.99,903.45,954.53,625.4,329.13,267.53,61.6
USA,1991,3,short,4,4,67752.63,331.64,168.73,137.08,133.55,161.24,267.29,423.85,698.52,988.06,1316.57,1632.47,2378.96,3481.25,5303.68,7788.68,9213.41,10078.25,9519.6,13729.79,7472.93,6256.86,4225.71,2031.15,1670.25,360.91
USA,1991,3,short,4,5,24233.5,11.13,27.06,21.71,30.34,55.18,127.41,294.33,551.53,905.2,975.2,836.32,729.64,846.13,930.84,1063.81,1287.09,2089.81,3739.56,9711.21,4321.71,5389.5,3369.51,2019.99,1617.53,402.47
USA,1991,3,short,4,6,47929.01,660.88,480.59,275.59,277.05,355.99,405.13,417.02,549.74,707.3,815.07,879.67,1066.22,1442.92,2239,3383.64,5089.29,7244.97,8609.72,13029.24,7237.16,5792.08,4086.31,1705.77,1462.25,243.51
USA,1991,3,short,4,7,724015.44,559.14,319.58,118.9,143.2,342.75,631.27,1176.71,2272.97,4379.65,8185.43,12568.59,17907.22,28225.49,46647.74,69124.39,90445.23,109728.84,120244.51,210993.83,105835.83,105158,69412.64,35745.36,29080.07,6665.29
USA,1991,3,short,4,8,150906.34,77.9,53.13,34.57,50.47,76.58,138.53,271.76,521.04,946.29,1546.42,2046.63,2648.33,3697.71,6292.32,10567.03,16082.34,23160.19,28913.58,53781.52,27691.53,26089.99,17917.34,8172.66,6855.3,1317.36
USA,1991,3,short,4,9,46090.74,39.67,9.22,6.37,10.84,28.07,55.18,107.22,177.46,252.75,397.86,545.97,722.34,1300.16,2471.16,4299.13,5873.96,7072.08,7658.12,15063.19,7087.92,7975.28,4932.07,3043.21,2353.06,690.15
USA,1991,3,short,4,10,55675.86,573.06,203.24,63.68,61.63,76.79,125.66,209.29,358.31,521.8,542.78,575.53,670.86,954.27,1647.76,2583.35,4265.78,6703.4,10566.22,24972.46,11359.45,13613.01,8602.39,5010.61,3976.24,1034.37
USA,1991,3,short,4,11,125419.26,382.59,195.2,94.66,122.89,171.15,202.37,295.69,426.12,582.7,908.17,1352.57,2240.93,4293.22,9113.46,15269.83,20784.13,24187.47,20809.11,23987.01,14171.63,9815.38,6982.32,2833.07,2356.99,476.08
USA,1991,3,short,4,12,76017.75,436.23,138.28,40.77,54,73.01,164.52,455.18,1123.67,2235.72,3327.86,3426.81,3791.32,4585.41,6553.1,7726.39,8727.51,9361.59,9383.68,14412.69,7706.04,6706.65,4668.56,2038.08,1745.63,292.45
USA,1991,3,short,4,13,13656.26,24.22,23.13,14.43,21.75,63.9,103.78,175.6,227.94,272.83,335.19,351.65,395.17,513.65,824.9,1142.31,1537.24,1916.94,2109.86,3601.77,1831.94,1769.82,1145.18,624.64,491.39,133.25
USA,1991,3,short,4,14,41310.2,232.49,32.74,20,16.89,67.28,132.4,207.77,299.77,436.25,453.44,491.91,672.72,989.49,1866.6,3061.08,4492.62,6100.51,7608.65,14127.59,7044.43,7083.17,4716.5,2366.66,1976.75,389.91
USA,1991,3,short,4,15,36049.13,30957.45,1038.72,305.46,231.47,264.99,221.59,231.62,270.79,257.09,249.3,226.32,209.37,223.68,195.21,250.64,230.82,263.41,184.74,236.45,128.34,108.11,66.85,41.27,33.94,7.32
USA,1991,3,short,4,16,152244.77,1406.72,3306.67,1927.21,2658.08,12548.65,16523.04,15270.82,15347.99,12915.91,10452.49,7774.97,5954.18,5467.4,5762.28,6008.06,6146.22,6751.38,6565.05,9457.66,5082.54,4375.13,3004.89,1370.24,1152.47,217.77
USA,1992,3,short,4,0,2175613,34637.57,6774.66,3743.68,4459.57,14428.36,20161.7,24340.98,34198.51,42120.62,49229.72,56555.21,68516.83,94601.67,146433.13,211101.61,266879.53,301773.46,308153.16,487503.03,256804.99,230698.04,155321.98,75376.06,61641.36,13734.71
USA,1992,3,short,4,1,70720.21,728.63,440.7,179.73,123.24,195.53,817.37,4034.07,8129.52,9391.64,7522.75,4893.28,3193.64,2735.95,2727.78,3300.17,4130.85,4858.48,4959.13,8357.73,4363.43,3994.3,2675.78,1318.52,1066.35,252.18
USA,1992,3,short,4,2,539070.11,164.38,590.77,632.31,607.97,803.7,1133.71,1872,3676.79,6475.26,11076.01,17251.67,24963.71,36457.72,57028.07,78241.5,87279.43,82833.01,65515.23,62466.86,40099.58,22367.28,16834.72,5532.56,4787.26,745.31
USA,1992,3,short,4,3,8713.3,151.06,134.03,62.47,61.11,75.98,132.38,211.38,329.69,400.84,374.61,331.72,298.42,342.24,406.47,629.95,849.69,976.85,1038.74,1905.68,969.82,935.85,628.68,307.18,256.91,50.26
USA,1992,3,short,4,4,69326.65,311.5,192.91,121.3,120.76,154.01,271.04,446.6,698.36,974.59,1368.04,1866.35,2412.56,3522.13,5291.98,7636.26,9561.11,10325.95,9793.14,14258.05,7783.4,6474.65,4483.93,1990.72,1637.25,353.47
